traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
9034.0,2024-01-02 09:00:00,London,Kensington,691.0,54.56873728182385,0.0,Medium,Snowy,645.0
9035.0,2024-01-02 10:00:00,London,Camden,913.0,56.89152086168092,0.0,Low,Dry,195.0
9036.0,2024-01-02 11:00:00,London,Islington,3579.0,53.5167452146137,1.0,High,Dry,1267.0
9037.0,2024-01-02 12:00:00,London,Southwark,3435.0,78.1051737313059,1.0,High,Damaged,2178.0
9038.0,,London,Chelsea,275.0,77.90685408605835,0.0,Low,Wet,
9039.0,2024-01-02 14:00:00,London,Camden,4718.0,73.57400650078944,0.0,Low,Dry,6806.0
9040.0,2024-01-02 15:00:00,London,Kensington,2746.0,66.84674585958315,0.0,Medium,Wet,7670.0
9041.0,2024-01-02 16:00:00,London,Chelsea,3395.0,91.39529324940061,0.0,Low,Snowy,9200.0
9042.0,2024-01-02 17:00:00,London,Chelsea,3737.0,61.80749607429287,1.0,Medium,Wet,7165.0
9043.0,2024-01-02 18:00:00,London,Kensington,268.0,41.34893909921334,0.0,Low,Snowy,1725.0
9044.0,2024-01-02 19:00:00,London,Islington,916.0,15.32699326034793,0.0,Medium,Snowy,7610.0
9045.0,2024-01-02 20:00:00,London,Southwark,3431.0,58.223345429377815,0.0,Low,Snowy,9409.0
9046.0,2024-01-02 21:00:00,London,Southwark,4951.0,30.49679599403095,2.0,Medium,Dry,1570.0
9047.0,2024-01-02 22:00:00,London,Chelsea,2526.0,44.82662851345997,0.0,Medium,Dry,1828.0
9048.0,2024-01-02 23:00:00,London,Camden,4278.0,14.49514094859113,1.0,High,Damaged,8802.0
,2024-01-03 00:00:00,London,Islington,4393.0,67.67890119860432,2.0,Medium,Wet,9511.0
9050.0,2024-01-15T14:00Z,London,Islington,3410.0,89.80203482110821,0.0,Low,Damaged,
9051.0,2024-01-03 02:00:00,London,Chelsea,3938.0,39.26268882342649,0.0,Low,Damaged,2074.0
9052.0,2024-01-03 03:00:00,London,Camden,3862.0,82.4388664693033,1.0,High,Snowy,1409.0
9053.0,2024-01-03 04:00:00,London,Kensington,2987.0,21.36743569744236,0.0,Low,Wet,2955.0
9054.0,2024-01-03 05:00:00,London,Kensington,4683.0,75.08242750444366,0.0,Medium,Dry,
9055.0,2024-01-03 06:00:00,London,Chelsea,3185.0,17.178421022904743,1.0,High,Dry,9034.0
9056.0,2024-01-03 07:00:00,London,Camden,1842.0,33.27679091862366,0.0,Medium,Wet,1975.0
9057.0,2024-01-03 08:00:00,London,,4169.0,42.421713066183436,0.0,Low,Snowy,3236.0
,2024-01-03 09:00:00,London,Islington,2393.0,24.11095619980007,0.0,High,Wet,8992.0
9059.0,2024-01-03 10:00:00,London,Islington,676.0,26.604759164931803,0.0,Medium,Dry,4093.0
9060.0,2024-01-03 11:00:00,London,Southwark,3560.0,72.90330942818588,1.0,High,Damaged,8278.0
9061.0,2024-01-03 12:00:00,London,Islington,3111.0,18.61910245127977,1.0,Medium,Dry,7678.0
9062.0,2024-01-03 13:00:00,London,Kensington,3354.0,94.05167242530744,0.0,Medium,,4885.0
9063.0,2024-01-03 14:00:00,London,Camden,3136.0,79.15265101445962,0.0,High,Snowy,8299.0
9064.0,2024-01-03 15:00:00,London,Islington,3695.0,42.106031119826234,0.0,Medium,Snowy,9413.0
9065.0,2024-01-03 16:00:00,London,Chelsea,2867.0,66.58847342189301,0.0,Medium,Snowy,9475.0
9066.0,2024-01-03 17:00:00,London,Chelsea,868.0,74.74744630739866,1.0,Low,Dry,8516.0
9067.0,2024-01-03 18:00:00,London,Kensington,2719.0,63.50358343890772,0.0,Medium,Dry,1724.0
9068.0,2024-01-03 19:00:00,London,Islington,735.0,65.64315668002433,0.0,High,Snowy,4709.0
9069.0,2024-01-03 20:00:00,London,,967.0,92.43720064754268,0.0,Low,Damaged,7525.0
9070.0,2024-01-03 21:00:00,London,Kensington,930.0,89.29846174659941,1.0,,Dry,5822.0
,2024-01-03 22:00:00,London,Kensington,4144.0,92.2424481946474,1.0,Low,Damaged,971.0
9072.0,2024-01-03 23:00:00,London,Southwark,3213.0,89.668978008812,1.0,Medium,Dry,3815.0
9073.0,2024-01-04 00:00:00,,Islington,3166.0,71.68541470297701,0.0,,Snowy,1422.0
9074.0,15/01/2024 2PM,London,Chelsea,2079.0,54.25798715771501,0.0,Low,Damaged,
9075.0,2024-01-04 02:00:00,London,Southwark,2775.0,53.86452260494432,0.0,Low,Wet,8248.0
9076.0,2024-01-04 03:00:00,London,Kensington,917.0,79.44052492512685,1.0,High,Wet,4827.0
9077.0,2024-01-04 04:00:00,London,Chelsea,1568.0,93.15587905339206,0.0,,Dry,6585.0
9078.0,2024-01-04 05:00:00,London,Kensington,2866.0,17.925354912788087,0.0,Low,Snowy,537.0
9079.0,2024-01-04 06:00:00,London,Southwark,3759.0,88.91435803313212,0.0,High,Snowy,4761.0
9080.0,2024-01-04 07:00:00,London,Camden,3214.0,86.47105598762047,0.0,Medium,Snowy,8601.0
9081.0,2024-01-04 08:00:00,London,Kensington,1757.0,17.88311386835747,1.0,Medium,Snowy,6657.0
9082.0,2024-01-04 09:00:00,London,Kensington,1720.0,69.08924274699265,0.0,Medium,Dry,4372.0
9083.0,2024-01-04 10:00:00,London,Chelsea,1335.0,97.4701220916018,0.0,High,Wet,3095.0
9084.0,2024-01-04 11:00:00,London,Chelsea,2024.0,86.64917090506353,0.0,High,Damaged,
9085.0,2024-01-04 12:00:00,London,Kensington,61.0,15.65584225548914,1.0,Low,Snowy,8033.0
9086.0,2024-01-04 13:00:00,London,Islington,1351.0,93.26681412110156,1.0,High,Wet,5580.0
9087.0,2099-13-40 25:61,London,Chelsea,82.0,25.57764144804439,1.0,Medium,Snowy,
9088.0,2024-01-04 15:00:00,,Camden,4954.0,16.52281707994864,1.0,Low,Snowy,6454.0
9089.0,2024-01-04 16:00:00,London,Camden,4588.0,30.505526231976724,1.0,,Wet,2714.0
9090.0,2024-01-04 17:00:00,London,Kensington,,53.49148732086879,0.0,High,Wet,8033.0
9091.0,2024-01-04 18:00:00,London,Chelsea,2701.0,83.3702711143192,0.0,Low,Damaged,3092.0
9092.0,2024-01-04 19:00:00,London,Camden,3259.0,34.040723717363754,0.0,Medium,Dry,7346.0
9093.0,2024-01-04 20:00:00,London,Southwark,,45.122691852873814,0.0,Medium,Snowy,3098.0
9094.0,2024-01-04 21:00:00,London,Camden,1088.0,22.69704007157879,,Low,Damaged,8304.0
9095.0,2024-01-04 22:00:00,London,Chelsea,4314.0,36.23961860721364,1.0,High,Wet,2364.0
9096.0,2024-01-04 23:00:00,London,Kensington,529.0,91.1863258928745,0.0,Low,Dry,6914.0
9097.0,2024-01-05 00:00:00,London,Camden,3089.0,71.27141487219042,1.0,Low,Snowy,1943.0
9098.0,2024-01-05 01:00:00,London,Kensington,936.0,70.65316158811169,1.0,Low,Dry,5045.0
9099.0,2024-01-05 02:00:00,London,Southwark,3704.0,32.48563446143123,0.0,Medium,Damaged,1189.0
9100.0,2024-01-05 03:00:00,London,Camden,4682.0,,2.0,Low,Snowy,9722.0
9101.0,2024-01-05 04:00:00,London,Kensington,4677.0,89.8685343150224,1.0,High,Damaged,7885.0
9102.0,2024-01-05 05:00:00,London,Camden,4274.0,94.92819468949676,0.0,Medium,Wet,4363.0
9103.0,2024-01-05 06:00:00,London,Camden,1244.0,14.822409952622493,,Low,Dry,1548.0
9104.0,2024-01-05 07:00:00,London,Chelsea,3619.0,57.714565304264354,0.0,Low,Damaged,3363.0
9105.0,2024-01-05 08:00:00,London,Chelsea,2670.0,49.58378577727378,2.0,High,Snowy,3868.0
9106.0,2024-01-05 09:00:00,London,Islington,121.0,76.45631386449878,1.0,Medium,Dry,4139.0
9107.0,2024-01-05 10:00:00,London,Chelsea,2528.0,37.16153571320861,1.0,High,Snowy,6081.0
9108.0,2024-01-05 11:00:00,London,Chelsea,4708.0,65.85197789774796,0.0,High,Snowy,779.0
9109.0,,London,Islington,394.0,17.43244725679368,1.0,Low,Damaged,5238.0
9110.0,2024-01-05 13:00:00,London,Islington,2931.0,84.06586095837555,1.0,High,Snowy,4451.0
9111.0,2024-01-05 14:00:00,London,Camden,505.0,31.482735853530084,0.0,Medium,Snowy,3090.0
9112.0,2024-01-05 15:00:00,London,Camden,3262.0,38.25333478399365,0.0,Medium,Dry,8450.0
9113.0,2024-01-05 16:00:00,London,Camden,3772.0,44.04186454648771,2.0,Low,Damaged,186.0
9114.0,2024-01-05 17:00:00,London,Chelsea,3229.0,28.59542337070468,,High,Damaged,8833.0
9115.0,2024-01-05 18:00:00,London,Kensington,496.0,82.80082213656159,0.0,,Damaged,1087.0
9116.0,2024-01-05 19:00:00,London,Kensington,752.0,16.180699562348888,0.0,Low,Snowy,3174.0
9117.0,,London,Chelsea,1961.0,94.01795223934072,1.0,Low,Damaged,5530.0
9118.0,2024-01-05 21:00:00,London,Southwark,1471.0,93.75333736890934,0.0,Medium,,5781.0
9119.0,2024-01-05 22:00:00,London,Camden,1138.0,84.46260829634164,2.0,Low,,
9120.0,2024-01-05 23:00:00,London,Chelsea,1108.0,95.69311866991346,1.0,High,Damaged,3815.0
9121.0,2024-01-06 00:00:00,London,Southwark,2453.0,78.50278375174386,0.0,Low,Wet,7732.0
9122.0,2024-01-06 01:00:00,London,Camden,1392.0,60.63238950912506,0.0,Medium,Wet,1639.0
9123.0,2024-01-06 02:00:00,London,Islington,3807.0,74.94594488423134,4.0,Low,Snowy,1056.0
9124.0,,London,Chelsea,1911.0,10.355514175128022,0.0,High,Damaged,7733.0
9125.0,2024-01-06 04:00:00,London,Southwark,3412.0,71.68815831583174,1.0,Medium,Dry,6833.0
9126.0,2024-01-06 05:00:00,London,Kensington,3812.0,13.782421901601023,2.0,High,Snowy,3484.0
9127.0,2024-01-06 06:00:00,,Chelsea,936.0,89.88852901167385,1.0,Low,Dry,5724.0
9128.0,2024-01-06 07:00:00,London,Kensington,552.0,,,Low,Snowy,451.0
9129.0,2024-01-06 08:00:00,London,Southwark,2984.0,20.28880214669482,1.0,High,Snowy,7073.0
9130.0,2024-01-06 09:00:00,London,Chelsea,2715.0,71.16667755805928,0.0,Medium,Snowy,6271.0
9131.0,2024-01-06 10:00:00,London,Chelsea,2550.0,70.1329378145858,2.0,High,Wet,6935.0
9132.0,2024-01-06 11:00:00,London,Chelsea,1706.0,54.82734979135697,2.0,Medium,Dry,2954.0
9133.0,2024-01-06 12:00:00,London,Chelsea,2175.0,12.252127671831403,0.0,Medium,Snowy,4343.0
9134.0,15/01/2024 2PM,London,Islington,447.0,20.269314789965073,,Low,Dry,6922.0
9135.0,2024-01-06 14:00:00,London,Chelsea,3205.0,69.3347986528197,2.0,Low,Wet,8227.0
9136.0,2024-01-06 15:00:00,London,Southwark,3905.0,57.66561258016753,1.0,Medium,Snowy,207.0
9137.0,2024-01-06 16:00:00,London,Southwark,894.0,14.163075985249947,0.0,Low,Dry,840.0
9138.0,2024-01-15T14:00Z,London,Islington,626.0,56.58010770230378,1.0,Medium,Snowy,8163.0
9139.0,2024-01-06 18:00:00,London,Chelsea,1950.0,86.43127735580597,0.0,High,Damaged,5242.0
9140.0,2024-01-06 19:00:00,London,Chelsea,858.0,90.1421684379398,2.0,,Dry,8875.0
9141.0,2024-01-06 20:00:00,London,Camden,1800.0,72.72889922338331,1.0,High,Snowy,1889.0
9142.0,2024-01-06 21:00:00,London,Camden,,69.63798418647278,0.0,High,Wet,8728.0
9143.0,2024-01-06 22:00:00,London,Kensington,2062.0,79.21959687894346,1.0,High,Damaged,7739.0
9144.0,2024-01-06 23:00:00,London,Islington,3472.0,22.00725300362631,0.0,High,Damaged,
9145.0,2024-01-07 00:00:00,London,Camden,3175.0,27.117570022576796,0.0,High,Damaged,4767.0
9146.0,2024-01-07 01:00:00,London,Southwark,511.0,53.71618048727177,0.0,Medium,Damaged,429.0
9147.0,2024-01-07 02:00:00,London,Southwark,1218.0,50.592039567787786,1.0,Low,Wet,1214.0
9148.0,2024-01-07 03:00:00,London,Southwark,1121.0,26.59247427599987,1.0,High,Wet,5695.0
9149.0,2024-01-07 04:00:00,London,Islington,3666.0,71.04330174062105,1.0,Medium,Snowy,2976.0
9150.0,2024-01-07 05:00:00,London,Southwark,2870.0,76.6977466668349,0.0,Medium,Wet,7441.0
9151.0,2024-01-07 06:00:00,London,Camden,4859.0,34.375947844043544,0.0,Low,Wet,9232.0
9152.0,2024-01-07 07:00:00,London,Camden,4838.0,38.16433772940008,,Medium,Dry,5201.0
9153.0,2024-01-07 08:00:00,London,Kensington,4015.0,33.15970715658865,1.0,High,Dry,2123.0
9154.0,2024-01-07 09:00:00,London,Kensington,3281.0,35.07432217697041,0.0,Low,Wet,3180.0
9155.0,2024-01-07 10:00:00,London,Islington,1494.0,42.820517864815145,1.0,Low,Damaged,1451.0
9156.0,2024-01-07 11:00:00,London,Kensington,4995.0,49.698189216177816,2.0,Low,Wet,5913.0
9157.0,2024-01-07 12:00:00,London,Islington,1001.0,53.57657250226397,0.0,Low,Snowy,8857.0
9158.0,2024-01-07 13:00:00,London,Chelsea,3298.0,53.64170498326806,,Medium,Wet,190.0
9159.0,2024-01-07 14:00:00,London,Kensington,1224.0,65.5551659676764,0.0,Low,Wet,1376.0
9160.0,2024-01-07 15:00:00,London,Islington,2112.0,40.96914099462893,1.0,Low,Dry,6758.0
9161.0,2024-01-07 16:00:00,,Camden,3059.0,55.307469346428036,1.0,Medium,Dry,9935.0
9162.0,2024-01-07 17:00:00,London,Kensington,3721.0,55.54881841068844,0.0,Medium,Wet,5505.0
9163.0,,London,Kensington,4861.0,18.702169286634415,0.0,High,Damaged,3185.0
9164.0,2024-01-07 19:00:00,London,Islington,3550.0,,0.0,High,Wet,720.0
9165.0,2024-01-07 20:00:00,London,Chelsea,1037.0,35.035089219465334,0.0,High,Snowy,3228.0
9166.0,2024-01-07 21:00:00,London,Kensington,1371.0,14.226546224768903,0.0,Low,Damaged,8263.0
9167.0,2024-01-07 22:00:00,London,Islington,826.0,68.23910095785263,0.0,Low,Damaged,1436.0
9168.0,2024-01-07 23:00:00,London,Chelsea,3955.0,14.357600297999506,1.0,Medium,Wet,4317.0
9169.0,2024-01-08 00:00:00,London,Islington,3551.0,49.769376218841735,0.0,Medium,Damaged,3473.0
9170.0,2024-01-08 01:00:00,London,Chelsea,1168.0,65.90347145861193,1.0,Medium,Damaged,1155.0
9171.0,2099-13-40 25:61,London,Southwark,1399.0,99.87274132535768,0.0,Medium,Dry,3349.0
9172.0,2024-01-08 03:00:00,London,,2657.0,56.36146708377341,0.0,Low,Damaged,2841.0
9173.0,2024-01-08 04:00:00,London,Southwark,3449.0,38.63765757960344,0.0,Low,Damaged,7978.0
9174.0,2024-01-08 05:00:00,London,Islington,4516.0,54.281301166478954,0.0,Low,Wet,
9175.0,2024-01-08 06:00:00,London,Southwark,1497.0,,1.0,Low,Snowy,3326.0
9176.0,2024-01-08 07:00:00,,Chelsea,1694.0,49.41559081524283,2.0,Low,Dry,2274.0
9177.0,2024-01-08 08:00:00,London,Camden,4860.0,88.57714953773355,1.0,Low,Snowy,3001.0
9178.0,2024-01-08 09:00:00,London,Southwark,2459.0,22.25111169525514,,High,Wet,8832.0
9179.0,2024-01-08 10:00:00,London,Islington,180.0,57.71334513996056,2.0,High,Damaged,6781.0
9180.0,2024-01-08 11:00:00,London,Kensington,2851.0,65.87260258039342,3.0,High,Snowy,3309.0
9181.0,2024-01-08 12:00:00,London,Southwark,1919.0,38.17080140963108,0.0,Low,Damaged,3268.0
9182.0,2024-01-08 13:00:00,London,Southwark,153.0,76.2322756042746,0.0,High,Damaged,2987.0
9183.0,2024-01-08 14:00:00,London,Camden,2075.0,69.73348905554172,0.0,Low,,8714.0
9184.0,2024-01-08 15:00:00,London,Islington,1980.0,51.75903621948172,0.0,High,Dry,6531.0
9185.0,2024-01-08 16:00:00,London,Southwark,3455.0,67.6064239469066,0.0,Low,Snowy,7336.0
9186.0,2024-01-08 17:00:00,London,Kensington,3605.0,85.62399450782641,0.0,Medium,Wet,8408.0
9187.0,2024-01-08 18:00:00,London,Chelsea,2993.0,64.03690441673702,0.0,Medium,Wet,6901.0
9188.0,2024-01-08 19:00:00,London,Kensington,1396.0,61.19145774553489,1.0,Low,Wet,9371.0
9189.0,2024-01-08 20:00:00,London,Southwark,2116.0,65.92840403336376,0.0,Medium,Snowy,8515.0
9190.0,2024-01-08 21:00:00,London,Southwark,3324.0,70.80174113157477,1.0,Medium,Damaged,3879.0
9191.0,2024-01-08 22:00:00,London,Camden,3036.0,46.28383208479512,0.0,High,Wet,9575.0
9192.0,2024-01-08 23:00:00,London,Islington,3594.0,85.3132287908213,0.0,Medium,,6702.0
,2024-01-09 00:00:00,London,Camden,2263.0,93.15133094055405,0.0,High,Damaged,993.0
9194.0,2024-01-09 01:00:00,London,Kensington,3514.0,65.96768187877335,0.0,Medium,,3958.0
9195.0,2024-01-09 02:00:00,London,Islington,3244.0,89.80551474407676,0.0,High,Dry,8577.0
9196.0,2024-01-09 03:00:00,London,Camden,2840.0,77.01851827598978,1.0,Medium,Damaged,6544.0
9197.0,2024-01-09 04:00:00,London,Southwark,2683.0,48.066850199519905,2.0,High,Damaged,4619.0
9198.0,2024-01-09 05:00:00,London,Islington,3987.0,54.64156371568077,0.0,High,Dry,3980.0
9199.0,,London,Chelsea,2741.0,61.311831096177194,,High,Dry,3918.0
9200.0,2024-01-09 07:00:00,London,Chelsea,3980.0,94.51587058407138,1.0,Medium,Snowy,7130.0
9201.0,2024-01-09 08:00:00,London,Kensington,,68.32714697770633,0.0,Medium,Wet,2449.0
9202.0,2024-01-09 09:00:00,London,Camden,3234.0,55.76895671808581,0.0,High,Wet,5308.0
9203.0,2024-01-09 10:00:00,London,Kensington,4611.0,21.105878679106354,1.0,Medium,Wet,665.0
9204.0,2024-01-09 11:00:00,London,Chelsea,1571.0,70.01923800330601,2.0,Medium,Dry,3293.0
9205.0,2024-01-09 12:00:00,London,Southwark,3933.0,59.92538991070071,1.0,Medium,,7438.0
,2024-01-09 13:00:00,London,Southwark,1372.0,94.60073518558647,0.0,Low,Dry,
9207.0,2024-01-09 14:00:00,London,Southwark,2313.0,40.78298134715855,1.0,Medium,Snowy,1541.0
9208.0,2024-01-09 15:00:00,London,Southwark,3591.0,81.58992818053159,0.0,High,Dry,1280.0
9209.0,2024-01-09 16:00:00,London,Southwark,3834.0,35.42749229758252,0.0,Medium,Damaged,8787.0
9210.0,2024-01-09 17:00:00,London,Chelsea,631.0,25.459921597632473,1.0,High,Damaged,6893.0
9211.0,2024-01-09 18:00:00,London,Islington,1338.0,11.097283126860539,0.0,High,Wet,615.0
9212.0,2024-01-09 19:00:00,London,Southwark,4336.0,90.5878672842772,0.0,High,Dry,9223.0
9213.0,2024-01-09 20:00:00,London,Islington,3755.0,50.01568383777745,2.0,Medium,Snowy,4281.0
9214.0,2024-01-09 21:00:00,London,Southwark,4907.0,35.307545762412616,0.0,High,Damaged,7210.0
9215.0,2024-01-09 22:00:00,London,Kensington,801.0,46.28277169396772,0.0,Medium,Snowy,1348.0
9216.0,2024-01-09 23:00:00,London,Camden,4866.0,74.06664121771207,0.0,High,Damaged,1458.0
9217.0,2024-01-10 00:00:00,London,Islington,2286.0,45.39423091933746,0.0,High,Damaged,875.0
9218.0,2024-01-10 01:00:00,London,Camden,3329.0,30.31578272537372,0.0,Medium,Dry,5546.0
9219.0,2024-01-10 02:00:00,London,Chelsea,3259.0,17.901109826517605,2.0,High,Damaged,
9220.0,2024-01-10 03:00:00,London,Kensington,2989.0,65.95533191858851,1.0,High,Damaged,7779.0
9221.0,2024-01-10 04:00:00,London,Southwark,4110.0,97.5420112108044,0.0,High,Wet,7051.0
9222.0,,London,Southwark,3170.0,67.13150518973802,0.0,Medium,Damaged,
9223.0,2024-01-10 06:00:00,London,Chelsea,3439.0,95.21984813059193,1.0,Medium,Dry,9412.0
9224.0,2024-01-10 07:00:00,London,Islington,2170.0,89.02023984250148,1.0,High,Dry,6389.0
9225.0,2024-01-10 08:00:00,London,Southwark,2431.0,24.025618477191426,0.0,Low,,491.0
9226.0,2024-01-10 09:00:00,London,Islington,262.0,89.1137944865501,1.0,Medium,Snowy,5277.0
9227.0,2024-01-10 10:00:00,London,Southwark,4002.0,10.098168320356086,,Low,Damaged,4172.0
9228.0,2024-01-10 11:00:00,London,Islington,2338.0,55.86767684278734,0.0,Medium,Dry,127.0
9229.0,2024-01-10 12:00:00,London,Camden,1604.0,57.044609608656415,,Medium,Dry,3607.0
9230.0,2024-01-10 13:00:00,London,Islington,3248.0,75.41425687747203,0.0,,Dry,1910.0
9231.0,2024-01-10 14:00:00,London,Chelsea,2002.0,78.04196789781949,1.0,High,Wet,2565.0
9232.0,2024-01-10 15:00:00,London,Southwark,3073.0,30.85019470857987,0.0,Low,Damaged,7431.0
9233.0,2024-01-10 16:00:00,London,Kensington,4257.0,89.38247957073212,2.0,Medium,Snowy,977.0
9234.0,2024-01-10 17:00:00,London,Islington,2539.0,26.12008095607766,1.0,Low,Wet,1435.0
9235.0,2024-01-10 18:00:00,London,Kensington,1645.0,96.5333104792537,0.0,Medium,Damaged,1050.0
9236.0,2024-01-10 19:00:00,London,Islington,1804.0,98.66144901845571,0.0,High,Damaged,6728.0
9237.0,2024-01-10 20:00:00,London,Camden,2594.0,72.71225036492116,0.0,Low,Damaged,7747.0
9238.0,2024-01-10 21:00:00,London,Kensington,2657.0,68.3809297200225,1.0,Medium,Damaged,8617.0
9239.0,2024-01-10 22:00:00,London,Chelsea,740.0,98.12827621195642,0.0,High,Snowy,5868.0
9240.0,2024-01-10 23:00:00,London,Kensington,3993.0,31.780253943125217,0.0,Medium,Snowy,8175.0
9241.0,2024-01-11 00:00:00,London,Islington,233.0,,,High,Dry,2304.0
9242.0,2024-01-11 01:00:00,London,Chelsea,1318.0,46.55500749595972,0.0,Low,Snowy,177.0
9243.0,2024-01-11 02:00:00,London,Camden,1364.0,25.08189356347309,0.0,Medium,Snowy,4266.0
9244.0,2024-01-11 03:00:00,London,Kensington,1742.0,21.499504006390147,0.0,High,Dry,7182.0
9245.0,2024-01-11 04:00:00,,Chelsea,,73.03372541799368,0.0,High,Snowy,7881.0
9246.0,2024-01-15T14:00Z,London,Kensington,2290.0,30.60858219231863,0.0,Medium,Dry,1086.0
9247.0,2024-01-11 06:00:00,London,Camden,3169.0,63.9426816484264,0.0,Low,Snowy,2447.0
9248.0,2024-01-11 07:00:00,London,Camden,4953.0,31.385451945233378,0.0,Medium,Dry,762.0
9249.0,2024-01-11 08:00:00,London,Camden,1889.0,50.84434794493423,0.0,Medium,Snowy,4787.0
9250.0,2024-01-11 09:00:00,London,Camden,4626.0,76.80980952844568,0.0,Low,Dry,316.0
9251.0,2024-01-11 10:00:00,London,Chelsea,722.0,57.532373927735755,1.0,Medium,Dry,8232.0
9252.0,2024-01-11 11:00:00,London,Chelsea,758.0,88.43275257099478,0.0,Low,Dry,5736.0
9253.0,2024-01-11 12:00:00,London,Camden,42.0,57.366812842094916,1.0,Medium,Snowy,3017.0
9254.0,2024-01-11 13:00:00,London,Islington,4861.0,27.4815142434926,0.0,High,Dry,
9255.0,2024-01-11 14:00:00,London,Chelsea,769.0,90.7390553133807,0.0,Low,Snowy,3129.0
9256.0,2024-01-11 15:00:00,London,Camden,1813.0,47.61181573189007,0.0,High,Wet,1178.0
9257.0,2024-01-11 16:00:00,London,Chelsea,4432.0,88.07152453113952,0.0,High,Dry,5091.0
9258.0,2024-01-11 17:00:00,London,Kensington,2891.0,30.914894595134733,0.0,High,Dry,7158.0
9259.0,2024-01-11 18:00:00,London,Islington,1813.0,67.25519871070378,0.0,Low,Wet,9521.0
9260.0,2024-01-11 19:00:00,London,Camden,3815.0,24.87484728549018,0.0,Low,Dry,8738.0
9261.0,2024-01-11 20:00:00,London,Islington,2771.0,17.20599144562202,1.0,Medium,Snowy,6709.0
9262.0,2024-01-11 21:00:00,London,Chelsea,834.0,99.90064631055232,0.0,Medium,Damaged,2616.0
9263.0,2024-01-11 22:00:00,London,Chelsea,3342.0,10.947793176927407,1.0,,Damaged,4445.0
